central_action_size,episode,episode_reward,final_score,has_central_action,is_all_keep,is_hallucinated,is_recovered,is_valid_action,mean_queue,mean_wait,raw_completion,reward_breakdown_central_reward,reward_breakdown_coordination_bonus,reward_breakdown_fairness_reward,reward_breakdown_queue_reward,reward_breakdown_stability_bonus,reward_breakdown_switch_penalty_reward,reward_breakdown_throughput_reward,reward_breakdown_total,reward_breakdown_wait_reward,step_count,step_latency_ms,task_id,throughput,throughput_efficiency
0,222,-6.0,,0.0,0.0,1.0,0.0,0.0,,,"{""local_actions"":{""NW"":""SWITCH"",""NE"":""PHASE_0"",""SW"":""PHASE_1"",""SE"":""PHASE_2""},""central_action"":{""queue_urgency_weight"":0.5},""central_action"":{""SW"":""PHASE_0"":-0.3,""SE"":""PHASE_1"":0.2}}",,,,,,,,,,0,,hard_multi,,
0,223,-6.0,,0.0,0.0,1.0,0.0,0.0,,,"{""local_actions"":{""NW"":""SWITCH"",""NE"":""PHASE_0"",""SW"":""PHASE_1"",""SE"":""PHASE_3},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.2}}",,,,,,,,,,0,,hard_multi,,
2,224,0.4674042317809073,0.49138,1.0,0.0,0.0,0.0,1.0,0.0,92.06,,0.02,0.004,0.0114,0.1646,0.0004,-0.04,-0.0226,-0.0822,-0.22,25,170.51959037780762,hard_multi,14.868,0.2607
2,225,0.5700117844219199,0.385325,1.0,0.0,0.0,0.0,1.0,0.0,98.439,,0.0454,-0.04,0.0156,0.1602,0.0345,-0.04,-0.0299,-0.0741,-0.22,25,168.54524612426758,hard_multi,14.181,0.1944
2,226,0.23570271395517056,0.46064,1.0,0.0,0.0,0.0,1.0,0.0,96.896,,0.1092,-0.016,0.0146,0.1646,0.019,-0.04,0.0047,0.0362,-0.22,25,170.71890830993652,hard_multi,17.448,0.2199
2,227,0.49485770340546265,0.385685,1.0,0.0,0.0,0.0,1.0,0.0,98.587,,0.0447,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0306,-0.086,-0.22,25,166.51558876037598,hard_multi,14.109,0.1929
2,228,0.06730396684987501,0.421475,1.0,0.0,0.0,0.0,1.0,0.0,94.961,,-0.0916,0.016,0.0133,0.1678,0.0245,-0.05,0.1315,-0.0084,-0.22,25,167.4962043762207,hard_multi,29.421,0.2263
2,229,0.4758179309875282,0.39507,1.0,0.0,0.0,0.0,1.0,0.0,98.249,,0.0444,-0.04,0.0155,0.16,0.0361,-0.05,-0.0312,-0.0852,-0.22,25,172.56927490234375,hard_multi,14.053,0.1926
2,230,0.49485770340546265,0.385685,1.0,0.0,0.0,0.0,1.0,0.0,98.587,,0.0447,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0306,-0.086,-0.22,25,171.6611385345459,hard_multi,14.109,0.1929
2,231,0.49485770340546265,0.385685,1.0,0.0,0.0,0.0,1.0,0.0,98.587,,0.0447,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0306,-0.086,-0.22,25,167.93107986450195,hard_multi,14.109,0.1929
2,232,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,170.7301139831543,hard_multi,14.124,0.1934
2,233,0.553403912348802,0.480175,1.0,0.0,0.0,0.0,1.0,0.0,96.446,,0.1266,-0.016,0.0143,0.1677,0.0069,-0.03,0.0183,0.0678,-0.22,25,174.59583282470703,hard_multi,18.731,0.2294
1,234,-0.3694651803763206,0.38319000000000003,1.0,0.0,0.0,1.0,0.0,0.0,98.558,,0.0445,-0.04,0.0157,0.16,0.0342,-0.05,-0.0294,-0.0851,-0.22,25,172.2729206085205,hard_multi,14.222,0.1894
2,235,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,169.13390159606934,hard_multi,14.124,0.1934
2,236,2.5528450542645205,0.43573,1.0,0.0,0.0,0.0,1.0,0.0,97.681,,0.0586,0.004,0.0151,0.1641,0.0396,-0.03,0.0844,0.1159,-0.22,25,171.0522174835205,hard_multi,24.972,0.2515
2,237,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,169.10123825073242,hard_multi,14.124,0.1934
2,238,0.5137787875746992,0.386105,1.0,0.0,0.0,0.0,1.0,0.0,98.212,,0.0445,-0.04,0.0155,0.16,0.0361,-0.05,-0.0311,-0.085,-0.22,25,171.80824279785156,hard_multi,14.058,0.193
2,239,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,169.32249069213867,hard_multi,14.124,0.1934
2,240,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,172.72210121154785,hard_multi,14.124,0.1934
2,241,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,177.31547355651855,hard_multi,14.124,0.1934
2,242,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,170.54009437561035,hard_multi,14.124,0.1934
2,243,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,165.83967208862305,hard_multi,14.124,0.1934
2,244,-0.4427745738086677,0.40145499999999995,1.0,0.0,0.0,0.0,1.0,0.0,93.509,,-0.0819,-0.016,0.0123,0.1735,0.0242,-0.02,0.1072,-0.0206,-0.22,25,166.4741039276123,hard_multi,27.129,0.2814
2,245,0.5700117844219199,0.385325,1.0,0.0,0.0,0.0,1.0,0.0,98.439,,0.0454,-0.04,0.0156,0.1602,0.0345,-0.04,-0.0299,-0.0741,-0.22,25,169.6913242340088,hard_multi,14.181,0.1944
2,246,-2.454940100598294,0.344495,1.0,0.0,0.0,1.0,0.0,0.0,96.49,,-0.1385,-0.016,0.0143,0.1618,0.0207,-0.04,-0.0034,-0.2211,-0.22,25,167.9677963256836,hard_multi,16.68,0.2117
2,247,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,170.02201080322266,hard_multi,14.124,0.1934
2,248,0.571375488970718,0.3852749999999999,1.0,0.0,0.0,0.0,1.0,0.0,98.417,,0.0457,-0.04,0.0156,0.1603,0.0345,-0.04,-0.0298,-0.0738,-0.22,25,177.54292488098145,hard_multi,14.187,0.1945
2,249,0.5700117844219199,0.385325,1.0,0.0,0.0,0.0,1.0,0.0,98.439,,0.0454,-0.04,0.0156,0.1602,0.0345,-0.04,-0.0299,-0.0741,-0.22,25,167.6318645477295,hard_multi,14.181,0.1944
2,250,0.5700117844219199,0.385325,1.0,0.0,0.0,0.0,1.0,0.0,98.439,,0.0454,-0.04,0.0156,0.1602,0.0345,-0.04,-0.0299,-0.0741,-0.22,25,170.4845428466797,hard_multi,14.181,0.1944
2,251,0.5074398496378358,0.38477,1.0,0.0,0.0,0.0,1.0,0.0,98.465,,0.045,-0.04,0.0156,0.1602,0.0342,-0.05,-0.0301,-0.085,-0.22,25,165.49015045166016,hard_multi,14.161,0.1926
2,252,0.21076534871970842,0.458105,1.0,0.0,0.0,0.0,1.0,0.0,96.998,,0.1073,-0.016,0.0147,0.1642,0.0194,-0.04,0.0045,0.0341,-0.22,25,166.733980178833,hard_multi,17.429,0.2195
2,253,2.3876904076771757,0.43104,1.0,0.0,0.0,0.0,1.0,0.0,96.728,,0.0964,-0.04,0.0145,0.1703,0.0267,-0.02,0.0067,0.0347,-0.22,25,170.8202362060547,hard_multi,17.636,0.2353
2,254,-0.39249781232552494,0.481275,1.0,0.0,0.0,0.0,1.0,0.0,101.187,,0.0248,0.016,0.0175,0.1633,0.0395,-0.06,0.1519,0.133,-0.22,25,165.56501388549805,hard_multi,31.346,0.211
2,255,0.49485770340546265,0.385685,1.0,0.0,0.0,0.0,1.0,0.0,98.587,,0.0447,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0306,-0.086,-0.22,25,165.92001914978027,hard_multi,14.109,0.1929
2,256,0.505456346121622,0.38556,1.0,0.0,0.0,0.0,1.0,0.0,98.547,,0.0448,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0304,-0.0857,-0.22,25,169.37756538391113,hard_multi,14.126,0.1935
2,257,0.49485770340546265,0.385685,1.0,0.0,0.0,0.0,1.0,0.0,98.587,,0.0447,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0306,-0.086,-0.22,25,171.27299308776855,hard_multi,14.109,0.1929
3,258,-0.5266095627363,0.47358999999999996,1.0,0.0,0.0,0.0,1.0,0.0,102.007,,0.0162,0.016,0.018,0.1615,0.0396,-0.06,0.1406,0.1119,-0.22,25,168.5025691986084,hard_multi,30.279,0.2045
2,259,0.20836774478316883,0.413925,1.0,0.0,0.0,0.0,1.0,0.0,114.314,,0.1106,-0.016,0.0262,0.1526,0.0335,-0.06,-0.0714,-0.0446,-0.22,25,168.47586631774902,hard_multi,10.252,0.1444
2,260,1.0526077541033483,0.498975,1.0,0.0,0.0,0.0,1.0,0.0,92.211,,0.0211,0.004,0.0115,0.1644,0.0016,-0.05,-0.0282,-0.0956,-0.22,25,170.3784465789795,hard_multi,14.333,0.3251
2,261,0.49485770340546265,0.385685,1.0,0.0,0.0,0.0,1.0,0.0,98.587,,0.0447,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0306,-0.086,-0.22,25,171.34475708007812,hard_multi,14.109,0.1929
2,262,-0.38865141458963437,0.48118,1.0,0.0,0.0,0.0,1.0,0.0,101.163,,0.0247,0.016,0.0174,0.1633,0.0395,-0.06,0.152,0.133,-0.22,25,171.42009735107422,hard_multi,31.355,0.2107
2,263,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,166.0289764404297,hard_multi,14.124,0.1934
2,264,-1.857999821778622,0.39012,1.0,0.0,0.0,0.0,1.0,0.0,98.167,,0.0487,-0.04,0.0154,0.1591,0.0254,-0.05,-0.0085,-0.0699,-0.22,25,168.55502128601074,hard_multi,16.201,0.1688
2,265,-1.5905536883160944,0.34687499999999993,1.0,0.0,0.0,0.0,1.0,0.0,96.311,,-0.1385,-0.016,0.0142,0.1618,0.024,-0.04,0.0022,-0.2123,-0.22,25,167.2990322113037,hard_multi,17.207,0.218
2,266,0.4910656131303458,0.38571,1.0,0.0,0.0,0.0,1.0,0.0,98.606,,0.0446,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0307,-0.086,-0.22,25,172.80077934265137,hard_multi,14.105,0.1927
2,267,-0.9356424266751252,0.43608499999999994,1.0,0.0,0.0,0.0,1.0,0.0,98.058,,0.0901,-0.016,0.0154,0.1586,0.0157,-0.05,-0.0129,-0.019,-0.22,25,165.17949104309082,hard_multi,15.783,0.1657
2,268,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,169.2519187927246,hard_multi,14.124,0.1934
0,269,-6.0,,0.0,0.0,1.0,0.0,0.0,,,"{""local_actions"":{""NW"":""SWITCH"",""NE"":""PHASE_0"",""SW"":""PHASE_1"",""SE"":""PHASE_2""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.2""}}",,,,,,,,,,0,,hard_multi,,
2,270,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,171.31280899047852,hard_multi,14.124,0.1934
2,271,-0.6874420510645961,0.38327999999999995,1.0,0.0,0.0,0.0,1.0,0.0,79.13,,-0.0159,0.004,0.0028,0.1621,-0.0343,-0.06,0.18,0.0187,-0.22,25,168.81990432739258,hard_multi,34.45,0.2413
2,272,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,168.5779094696045,hard_multi,14.124,0.1934
2,273,0.41051386235176934,0.42391,1.0,0.0,0.0,0.0,1.0,0.0,94.138,,-0.0725,0.02,0.0128,0.1709,0.018,-0.04,0.18,0.069,-0.22,25,168.24030876159668,hard_multi,40.844,0.2832
2,274,-1.8810723712649406,0.37372,1.0,0.0,0.0,1.0,0.0,0.0,95.821,,-0.1319,-0.02,0.0139,0.163,0.0315,-0.05,-0.0286,-0.242,-0.22,25,169.94309425354004,hard_multi,14.3,0.2112
2,275,0.06730396684987501,0.421475,1.0,0.0,0.0,0.0,1.0,0.0,94.961,,-0.0916,0.016,0.0133,0.1678,0.0245,-0.05,0.1315,-0.0084,-0.22,25,176.88775062561035,hard_multi,29.421,0.2263
2,276,0.5132245026571449,0.429455,1.0,0.0,0.0,1.0,0.0,0.0,93.76,,-0.0768,-0.02,0.0125,0.1748,0.0369,-0.03,0.0547,-0.068,-0.22,25,169.2330837249756,hard_multi,22.163,0.3084
2,277,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,171.67043685913086,hard_multi,14.124,0.1934
2,278,0.08367679014979312,0.450495,1.0,0.0,0.0,1.0,0.0,0.0,94.085,,-0.0665,0.016,0.0127,0.1727,0.0373,-0.04,0.1586,0.0709,-0.22,25,170.65954208374023,hard_multi,31.982,0.273
2,279,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,167.9975986480713,hard_multi,14.124,0.1934
2,280,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,183.34722518920898,hard_multi,14.124,0.1934
2,281,0.5182994277986224,0.3861,1.0,0.0,0.0,0.0,1.0,0.0,98.199,,0.0446,-0.04,0.0155,0.16,0.0362,-0.05,-0.031,-0.0848,-0.22,25,166.87679290771484,hard_multi,14.07,0.1934
0,282,-6.0,,0.0,0.0,1.0,0.0,0.0,,,"{""local_actions"":{""NW"":""SWITCH"",""NE"":""PHASE_0"",""SW"":""PHASE_1"",""SE"":""PHASE_2""},""central_action"":{""queue_urgency_weight"":0.5,w corridor_priority"":0.7}}",,,,,,,,,,0,,hard_multi,,
2,283,0.5379623120274962,0.38534999999999997,1.0,0.0,0.0,0.0,1.0,0.0,98.476,,0.045,-0.04,0.0157,0.1602,0.0343,-0.05,-0.0301,-0.085,-0.22,25,171.37598991394043,hard_multi,14.158,0.1941
2,284,-1.5905536883160944,0.34687499999999993,1.0,0.0,0.0,0.0,1.0,0.0,96.311,,-0.1385,-0.016,0.0142,0.1618,0.024,-0.04,0.0022,-0.2123,-0.22,25,170.30715942382812,hard_multi,17.207,0.218
2,285,0.5137787875746992,0.386105,1.0,0.0,0.0,0.0,1.0,0.0,98.212,,0.0445,-0.04,0.0155,0.16,0.0361,-0.05,-0.0311,-0.085,-0.22,25,169.15392875671387,hard_multi,14.058,0.193
2,286,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,171.88620567321777,hard_multi,14.124,0.1934
2,287,-1.6012539139077495,0.34672000000000003,1.0,0.0,0.0,0.0,1.0,0.0,96.315,,-0.1385,-0.016,0.0142,0.1618,0.0236,-0.04,0.0022,-0.2127,-0.22,25,169.0812110900879,hard_multi,17.211,0.2179
2,288,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,183.30764770507812,hard_multi,14.124,0.1934
2,289,0.49485770340546265,0.385685,1.0,0.0,0.0,0.0,1.0,0.0,98.587,,0.0447,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0306,-0.086,-0.22,25,166.5797233581543,hard_multi,14.109,0.1929
2,290,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,168.08724403381348,hard_multi,14.124,0.1934
2,291,0.49485770340546265,0.385685,1.0,0.0,0.0,0.0,1.0,0.0,98.587,,0.0447,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0306,-0.086,-0.22,25,168.67494583129883,hard_multi,14.109,0.1929
2,292,0.24419575506704083,0.43226,1.0,0.0,0.0,1.0,0.0,0.0,93.531,,-0.0768,-0.02,0.0124,0.1748,0.0358,-0.03,0.0547,-0.0692,-0.22,25,169.78907585144043,hard_multi,22.163,0.3212
2,293,0.5700117844219199,0.385325,1.0,0.0,0.0,0.0,1.0,0.0,98.439,,0.0454,-0.04,0.0156,0.1602,0.0345,-0.04,-0.0299,-0.0741,-0.22,25,174.7434139251709,hard_multi,14.181,0.1944
2,294,0.5700117844219199,0.385325,1.0,0.0,0.0,0.0,1.0,0.0,98.439,,0.0454,-0.04,0.0156,0.1602,0.0345,-0.04,-0.0299,-0.0741,-0.22,25,178.42960357666016,hard_multi,14.181,0.1944
2,295,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,172.9714870452881,hard_multi,14.124,0.1934
2,296,0.49485770340546265,0.385685,1.0,0.0,0.0,0.0,1.0,0.0,98.587,,0.0447,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0306,-0.086,-0.22,25,170.0124740600586,hard_multi,14.109,0.1929
2,297,-3.3602508732987464,0.4125,1.0,0.0,0.0,0.0,1.0,0.0,100.971,,-0.0017,-0.04,0.0173,0.1506,0.0233,-0.06,-0.0665,-0.197,-0.22,25,168.82634162902832,hard_multi,10.716,0.1372
2,298,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,167.82283782958984,hard_multi,14.124,0.1934
0,299,-6.0,,0.0,0.0,1.0,0.0,0.0,,,"{""local_actions {:SW"":"""","" {:NE"":""SWITCH"","" {:SE"":""PHASE_1"":{""balance_penalty"":0.5,""emergency_boost"":0.2}}}"",""central_action"":{""queue_urgency_weight"":0.2,""corridor_priority"":0.3}}",,,,,,,,,,0,,hard_multi,,
2,300,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,176.82814598083496,hard_multi,14.124,0.1934
2,301,-3.0,,1.0,1.0,0.0,1.0,0.0,,,"{""local_actions"":{""NW"":-0.5,""NE"":0.2,""SW"":0.8,""SE"":0.5},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",,,,,,,,,,0,,hard_multi,,
2,302,0.5700117844219199,0.385325,1.0,0.0,0.0,0.0,1.0,0.0,98.439,,0.0454,-0.04,0.0156,0.1602,0.0345,-0.04,-0.0299,-0.0741,-0.22,25,166.09930992126465,hard_multi,14.181,0.1944
2,303,-0.6357300969146314,0.403735,1.0,0.0,0.0,0.0,1.0,0.0,98.409,,-0.0197,-0.04,0.0156,0.1553,0.0341,-0.06,-0.0314,-0.1662,-0.22,25,168.32685470581055,hard_multi,14.031,0.2568
2,304,0.49485770340546265,0.385685,1.0,0.0,0.0,0.0,1.0,0.0,98.587,,0.0447,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0306,-0.086,-0.22,25,166.30029678344727,hard_multi,14.109,0.1929
2,305,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,170.1803207397461,hard_multi,14.124,0.1934
2,306,2.541472805401391,0.435155,1.0,0.0,0.0,0.0,1.0,0.0,97.693,,0.0582,0.004,0.0151,0.1641,0.0394,-0.03,0.0842,0.115,-0.22,25,184.0348243713379,hard_multi,24.95,0.2508
2,307,2.541472805401391,0.435155,1.0,0.0,0.0,0.0,1.0,0.0,97.693,,0.0582,0.004,0.0151,0.1641,0.0394,-0.03,0.0842,0.115,-0.22,25,169.60549354553223,hard_multi,24.95,0.2508
2,308,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,168.14208030700684,hard_multi,14.124,0.1934
2,309,0.49485770340546265,0.385685,1.0,0.0,0.0,0.0,1.0,0.0,98.587,,0.0447,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0306,-0.086,-0.22,25,170.54319381713867,hard_multi,14.109,0.1929
2,310,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,167.80543327331543,hard_multi,14.124,0.1934
2,311,-1.5905536883160944,0.34687499999999993,1.0,0.0,0.0,0.0,1.0,0.0,96.311,,-0.1385,-0.016,0.0142,0.1618,0.024,-0.04,0.0022,-0.2123,-0.22,25,168.69235038757324,hard_multi,17.207,0.218
2,312,0.8271148930324035,0.45046,1.0,0.0,0.0,0.0,1.0,0.0,94.09,,-0.0664,0.016,0.0127,0.1727,0.0373,-0.04,0.1586,0.071,-0.22,25,175.28462409973145,hard_multi,31.978,0.2733
2,313,0.5700117844219199,0.385325,1.0,0.0,0.0,0.0,1.0,0.0,98.439,,0.0454,-0.04,0.0156,0.1602,0.0345,-0.04,-0.0299,-0.0741,-0.22,25,171.18597030639648,hard_multi,14.181,0.1944
2,314,0.5700117844219199,0.385325,1.0,0.0,0.0,0.0,1.0,0.0,98.439,,0.0454,-0.04,0.0156,0.1602,0.0345,-0.04,-0.0299,-0.0741,-0.22,25,169.5113182067871,hard_multi,14.181,0.1944
3,315,0.49222677308396756,0.38555,1.0,0.0,0.0,0.0,1.0,0.0,98.566,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,176.20062828063965,hard_multi,14.121,0.193
2,316,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,166.27812385559082,hard_multi,14.124,0.1934
2,317,-1.5905536883160944,0.34687499999999993,1.0,0.0,0.0,0.0,1.0,0.0,96.311,,-0.1385,-0.016,0.0142,0.1618,0.024,-0.04,0.0022,-0.2123,-0.22,25,198.95482063293457,hard_multi,17.207,0.218
2,318,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,169.38090324401855,hard_multi,14.124,0.1934
2,319,-0.7118784622352635,0.402565,1.0,0.0,0.0,0.0,1.0,0.0,98.461,,-0.0196,-0.04,0.0156,0.1552,0.0343,-0.06,-0.0327,-0.1671,-0.22,25,168.5018539428711,hard_multi,13.913,0.2512
2,320,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,167.97280311584473,hard_multi,14.124,0.1934
2,321,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,170.70865631103516,hard_multi,14.124,0.1934
2,322,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,174.28231239318848,hard_multi,14.124,0.1934
2,323,-1.3978956114426078,0.40309,1.0,0.0,0.0,1.0,0.0,0.0,98.53,,-0.0196,-0.04,0.0157,0.1552,0.0341,-0.06,-0.0328,-0.1675,-0.22,25,166.12982749938965,hard_multi,13.898,0.2551
2,324,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,171.3695526123047,hard_multi,14.124,0.1934
2,325,0.49485770340546265,0.385685,1.0,0.0,0.0,0.0,1.0,0.0,98.587,,0.0447,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0306,-0.086,-0.22,25,171.16665840148926,hard_multi,14.109,0.1929
2,326,0.37241497774917365,0.38377,1.0,0.0,0.0,0.0,1.0,0.0,98.625,,0.0442,-0.04,0.0157,0.1599,0.0339,-0.05,-0.0299,-0.0861,-0.22,25,168.7183380126953,hard_multi,14.175,0.1879
2,327,0.09402454269843197,0.450685,1.0,0.0,0.0,1.0,0.0,0.0,94.032,,-0.0669,0.016,0.0127,0.1728,0.0376,-0.04,0.1605,0.0726,-0.22,25,169.0669059753418,hard_multi,32.154,0.2745
2,328,-0.6455018149893749,0.465715,1.0,0.0,0.0,0.0,1.0,0.0,101.494,,0.037,0.02,0.0177,0.1615,0.0371,-0.06,0.18,0.1732,-0.22,25,173.25592041015625,hard_multi,39.851,0.2206
2,329,0.19864199244460284,0.45797,1.0,0.0,0.0,0.0,1.0,0.0,96.907,,0.1069,-0.016,0.0146,0.1643,0.0225,-0.04,0.0042,0.0366,-0.22,25,168.5948371887207,hard_multi,17.401,0.2198
2,330,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,168.16186904907227,hard_multi,14.124,0.1934
2,331,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,171.21481895446777,hard_multi,14.124,0.1934
2,332,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,186.72728538513184,hard_multi,14.124,0.1934
2,333,0.07711489303240349,0.45046,1.0,0.0,0.0,1.0,0.0,0.0,94.09,,-0.0664,0.016,0.0127,0.1727,0.0373,-0.04,0.1586,0.071,-0.22,25,170.08066177368164,hard_multi,31.978,0.2733
2,334,0.49485770340546265,0.385685,1.0,0.0,0.0,0.0,1.0,0.0,98.587,,0.0447,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0306,-0.086,-0.22,25,165.66729545593262,hard_multi,14.109,0.1929
2,335,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,171.1735725402832,hard_multi,14.124,0.1934
