episode,task_id,episode_reward,mean_queue,mean_wait,final_score,throughput,throughput_efficiency,step_count,latency_ms,is_hallucinated,is_all_keep,is_valid_action,has_central_action,raw_completion,reward_breakdown.queue_reward,reward_breakdown.wait_reward,reward_breakdown.throughput_reward,reward_breakdown.switch_penalty_reward,reward_breakdown.central_reward,reward_breakdown.stability_bonus,reward_breakdown.coordination_bonus,reward_breakdown.fairness_reward,reward_breakdown.total,action.local_actions.NW,action.local_actions.NE,action.local_actions.SW,action.local_actions.SE,action.central_action.balance_penalty,action.central_action.switch_penalty,action.central_action.queue_urgency_weight,action.central_action.corridor_priority,action.central_action.emergency_boost
109,hard_multi,-0.5482865763723551,,103.84,0.42463499999999993,30.653,0.2077,30,23.492813110351562,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_3"",""NE"":""PHASE_2"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1469,-0.22,0.1446,-0.06,-0.0473,-0.034,-0.02,0.0192,-0.0707,PHASE_3,PHASE_2,SWITCH,KEEP,,,0.5,0.3,
110,hard_multi,-1.153861414670108,,112.297,0.439795,35.026,0.185,30,26.34406089782715,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_3"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_2""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1453,-0.22,0.18,-0.06,-0.002,0.0326,-0.02,0.0249,0.0809,PHASE_3,SWITCH,KEEP,PHASE_2,,,0.5,0.3,
111,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,24.201631546020508,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
112,hard_multi,0.9795443129181548,,101.544,0.47389000000000003,40.864,0.2425,30,22.634029388427734,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.4,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1397,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.4,0.3,
113,hard_multi,-0.5356424648293997,,104.01,0.427315,35.437,0.2205,30,22.82428741455078,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""PHASE_3"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.149,-0.22,0.18,-0.04,-0.0254,0.0319,-0.016,0.0193,0.0789,PHASE_2,SWITCH,PHASE_3,KEEP,,,0.5,0.3,
114,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,24.356603622436523,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
115,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,24.72519874572754,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
116,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,25.707006454467773,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
117,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,21.729707717895508,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
118,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,25.415658950805664,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
119,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,23.628950119018555,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
120,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,21.32105827331543,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
121,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,25.740623474121094,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
122,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,22.29595184326172,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
123,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,25.76589584350586,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
124,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,24.78194236755371,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""PHASE_0"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,PHASE_0,KEEP,,,0.5,0.3,
125,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,32.24468231201172,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
126,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,21.640539169311523,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
127,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,31.669139862060547,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
128,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,22.62568473815918,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
129,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,25.427579879760742,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
130,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,27.15587615966797,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
131,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,23.348093032836914,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
132,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,23.6203670501709,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
133,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,22.63641357421875,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
134,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,25.661706924438477,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
135,hard_multi,1.1148147835637423,,113.783,0.45898999999999995,44.86,0.2299,30,29.985666275024414,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1505,-0.22,0.18,-0.05,-0.0118,0.0377,0.004,0.0259,0.1162,PHASE_2,PHASE_3,KEEP,PHASE_0,,,0.5,0.3,
136,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,24.55449104309082,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
137,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,21.677494049072266,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
138,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,23.88310432434082,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
139,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,24.9176025390625,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
140,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,23.85711669921875,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
141,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,22.261619567871094,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
142,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,25.93994140625,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
143,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,24.077415466308594,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
144,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,26.113033294677734,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
145,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,23.311614990234375,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
146,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,23.871183395385742,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
147,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,24.94335174560547,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,PHASE_0,,,0.5,0.3,
148,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,22.257089614868164,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""PHASE_0"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,PHASE_0,KEEP,,,0.5,0.3,
149,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,25.69103240966797,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
150,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,23.647546768188477,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
151,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,24.912118911743164,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
152,hard_multi,1.108501209302135,,97.332,0.47996500000000003,43.726,0.295,30,25.531291961669922,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_1"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.04,0.0023,0.0139,-0.02,0.0149,0.0839,PHASE_1,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
153,hard_multi,2.138505100987248,,102.044,0.4942750000000001,44.833,0.2679,30,23.60677719116211,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_1"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1469,-0.22,0.18,-0.06,-0.0247,-0.0277,0.016,0.018,0.0285,PHASE_1,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
154,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,25.47621726989746,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
155,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,25.287151336669922,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
156,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,24.338245391845703,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
157,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,22.277116775512695,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
158,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,28.775691986083984,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
159,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,22.586345672607422,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
160,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,24.955272674560547,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
161,hard_multi,1.1148147835637423,,113.783,0.45898999999999995,44.86,0.2299,30,29.72865104675293,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1505,-0.22,0.18,-0.05,-0.0118,0.0377,0.004,0.0259,0.1162,PHASE_2,PHASE_3,KEEP,PHASE_0,,,0.5,0.3,
162,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,21.103620529174805,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
163,hard_multi,1.1148147835637423,,113.783,0.45898999999999995,44.86,0.2299,30,21.968841552734375,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1505,-0.22,0.18,-0.05,-0.0118,0.0377,0.004,0.0259,0.1162,PHASE_2,PHASE_3,KEEP,PHASE_0,,,0.5,0.3,
